year,gender,age,MYE,flag,min
1971,F,0,15485,FALSE,15485
1971,F,1,15432,FALSE,15432
1971,F,2,15540,FALSE,15540
1971,F,3,15566,FALSE,15566
1971,F,4,15418,FALSE,15418
1971,F,5,15711,FALSE,15711
1971,F,6,16110,FALSE,16110
1971,F,7,15888,FALSE,15888
1971,F,8,15256,FALSE,15256
1971,F,9,14962,FALSE,14962
1971,F,10,14457,FALSE,14457
1971,F,11,13971,FALSE,13971
1971,F,12,13500,FALSE,13500
1971,F,13,13556,FALSE,13556
1971,F,14,13417,FALSE,13417
1971,F,15,12468,FALSE,12468
1971,F,16,11951,FALSE,11951
1971,F,17,11982,FALSE,11982
1971,F,18,12195,FALSE,12195
1971,F,19,12181,FALSE,12181
1971,F,20,12047,FALSE,12047
1971,F,21,12025,FALSE,12025
1971,F,22,11843,FALSE,11843
1971,F,23,11519,FALSE,11519
1971,F,24,11177,FALSE,11177
1971,F,25,10530,TRUE,10472
1971,F,26,10454,TRUE,10148
1971,F,27,10495,TRUE,10269
1971,F,28,10326,TRUE,10234
1971,F,29,9220,FALSE,9220
1971,F,30,8784,FALSE,8784
1971,F,31,8835,FALSE,8835
1971,F,32,8853,FALSE,8853
1971,F,33,8474,FALSE,8474
1971,F,34,8530,FALSE,8530
1971,F,35,8560,TRUE,8433
1971,F,36,8264,TRUE,8091
1971,F,37,8133,TRUE,8003
1971,F,38,8326,TRUE,7963
1971,F,39,8180,TRUE,7984
1971,F,40,8408,TRUE,8152
1971,F,41,8444,TRUE,8080
1971,F,42,8297,TRUE,8052
1971,F,43,8333,TRUE,7955
1971,F,44,8612,TRUE,8326
1971,F,45,8649,TRUE,8019
1971,F,46,8405,TRUE,7946
1971,F,47,8700,TRUE,8022
1971,F,48,8757,TRUE,8166
1971,F,49,9003,TRUE,8429
1971,F,50,9204,TRUE,8587
1971,F,51,9140,TRUE,8554
1971,F,52,8354,TRUE,7785
1971,F,53,7613,TRUE,6954
1971,F,54,7603,TRUE,7042
1971,F,55,7904,TRUE,7196
1971,F,56,8432,TRUE,7446
1971,F,57,8282,TRUE,7436
1971,F,58,8314,TRUE,7400
1971,F,59,8046,TRUE,7251
1971,F,60,8254,TRUE,7597
1971,F,61,7907,TRUE,7417
1971,F,62,7738,TRUE,7211
1971,F,63,7511,TRUE,6861
1971,F,64,7443,TRUE,6559
1971,F,65,7277,TRUE,5735
1971,F,66,7042,TRUE,5410
1971,F,67,6685,TRUE,5180
1971,F,68,6396,TRUE,4906
1971,F,69,6147,TRUE,4501
1971,F,70,6087,TRUE,4447
1971,F,71,5920,TRUE,4237
1971,F,72,5449,TRUE,3917
1971,F,73,5036,TRUE,3626
1971,F,74,5024,TRUE,3229
1971,F,75,4814,TRUE,3108
1971,F,76,4347,TRUE,2817
1971,F,77,4002,TRUE,2397
1971,F,78,3593,TRUE,2205
1971,F,79,3136,TRUE,1911
1971,F,80,2768,TRUE,1760
1971,F,81,2521,TRUE,1562
1971,F,82,2650,TRUE,1501
1971,F,83,2023,TRUE,1068
1971,F,84,1739,TRUE,888
1971,F,85,1335,TRUE,650
1971,F,86,1164,TRUE,547
1971,F,87,869,TRUE,359
1971,F,88,684,TRUE,334
1971,F,89,539,TRUE,272
1971,F,90,1579,TRUE,685
1971,M,0,15886,TRUE,15485
1971,M,1,15957,TRUE,15432
1971,M,2,16038,TRUE,15540
1971,M,3,16269,TRUE,15566
1971,M,4,16187,TRUE,15418
1971,M,5,16765,TRUE,15711
1971,M,6,17051,TRUE,16110
1971,M,7,16621,TRUE,15888
1971,M,8,16074,TRUE,15256
1971,M,9,15260,TRUE,14962
1971,M,10,14762,TRUE,14457
1971,M,11,14239,TRUE,13971
1971,M,12,13713,TRUE,13500
1971,M,13,13767,TRUE,13556
1971,M,14,13755,TRUE,13417
1971,M,15,13663,TRUE,12468
1971,M,16,13346,TRUE,11951
1971,M,17,13598,TRUE,11982
1971,M,18,12211,TRUE,12195
1971,M,19,12205,TRUE,12181
1971,M,20,13463,TRUE,12047
1971,M,21,13067,TRUE,12025
1971,M,22,12508,TRUE,11843
1971,M,23,11871,TRUE,11519
1971,M,24,11401,TRUE,11177
1971,M,25,10472,FALSE,10472
1971,M,26,10148,FALSE,10148
1971,M,27,10269,FALSE,10269
1971,M,28,10234,FALSE,10234
1971,M,29,9352,TRUE,9220
1971,M,30,8905,TRUE,8784
1971,M,31,8891,TRUE,8835
1971,M,32,8926,TRUE,8853
1971,M,33,8750,TRUE,8474
1971,M,34,8820,TRUE,8530
1971,M,35,8433,FALSE,8433
1971,M,36,8091,FALSE,8091
1971,M,37,8003,FALSE,8003
1971,M,38,7963,FALSE,7963
1971,M,39,7984,FALSE,7984
1971,M,40,8152,FALSE,8152
1971,M,41,8080,FALSE,8080
1971,M,42,8052,FALSE,8052
1971,M,43,7955,FALSE,7955
1971,M,44,8326,FALSE,8326
1971,M,45,8019,FALSE,8019
1971,M,46,7946,FALSE,7946
1971,M,47,8022,FALSE,8022
1971,M,48,8166,FALSE,8166
1971,M,49,8429,FALSE,8429
1971,M,50,8587,FALSE,8587
1971,M,51,8554,FALSE,8554
1971,M,52,7785,FALSE,7785
1971,M,53,6954,FALSE,6954
1971,M,54,7042,FALSE,7042
1971,M,55,7196,FALSE,7196
1971,M,56,7446,FALSE,7446
1971,M,57,7436,FALSE,7436
1971,M,58,7400,FALSE,7400
1971,M,59,7251,FALSE,7251
1971,M,60,7597,FALSE,7597
1971,M,61,7417,FALSE,7417
1971,M,62,7211,FALSE,7211
1971,M,63,6861,FALSE,6861
1971,M,64,6559,FALSE,6559
1971,M,65,5735,FALSE,5735
1971,M,66,5410,FALSE,5410
1971,M,67,5180,FALSE,5180
1971,M,68,4906,FALSE,4906
1971,M,69,4501,FALSE,4501
1971,M,70,4447,FALSE,4447
1971,M,71,4237,FALSE,4237
1971,M,72,3917,FALSE,3917
1971,M,73,3626,FALSE,3626
1971,M,74,3229,FALSE,3229
1971,M,75,3108,FALSE,3108
1971,M,76,2817,FALSE,2817
1971,M,77,2397,FALSE,2397
1971,M,78,2205,FALSE,2205
1971,M,79,1911,FALSE,1911
1971,M,80,1760,FALSE,1760
1971,M,81,1562,FALSE,1562
1971,M,82,1501,FALSE,1501
1971,M,83,1068,FALSE,1068
1971,M,84,888,FALSE,888
1971,M,85,650,FALSE,650
1971,M,86,547,FALSE,547
1971,M,87,359,FALSE,359
1971,M,88,334,FALSE,334
1971,M,89,272,FALSE,272
1971,M,90,685,FALSE,685
1972,F,0,14646,FALSE,14646
1972,F,1,15144,FALSE,15144
1972,F,2,15134,FALSE,15134
1972,F,3,15253,FALSE,15253
1972,F,4,15282,FALSE,15282
1972,F,5,15297,FALSE,15297
1972,F,6,15593,FALSE,15593
1972,F,7,15993,FALSE,15993
1972,F,8,15774,FALSE,15774
1972,F,9,15138,FALSE,15138
1972,F,10,14919,FALSE,14919
1972,F,11,14417,FALSE,14417
1972,F,12,13933,FALSE,13933
1972,F,13,13458,FALSE,13458
1972,F,14,13513,FALSE,13513
1972,F,15,13075,FALSE,13075
1972,F,16,12131,FALSE,12131
1972,F,17,11618,FALSE,11618
1972,F,18,11629,FALSE,11629
1972,F,19,11851,FALSE,11851
1972,F,20,11465,FALSE,11465
1972,F,21,11328,FALSE,11328
1972,F,22,11300,FALSE,11300
1972,F,23,11122,FALSE,11122
1972,F,24,10802,FALSE,10802
1972,F,25,10870,FALSE,10870
1972,F,26,10235,FALSE,10235
1972,F,27,10157,FALSE,10157
1972,F,28,10195,FALSE,10195
1972,F,29,10026,FALSE,10026
1972,F,30,9071,FALSE,9071
1972,F,31,8633,FALSE,8633
1972,F,32,8688,FALSE,8688
1972,F,33,8700,FALSE,8700
1972,F,34,8328,FALSE,8328
1972,F,35,8461,FALSE,8461
1972,F,36,8490,TRUE,8476
1972,F,37,8194,TRUE,8134
1972,F,38,8059,TRUE,8044
1972,F,39,8252,TRUE,8009
1972,F,40,8145,TRUE,7886
1972,F,41,8368,TRUE,8168
1972,F,42,8403,TRUE,8084
1972,F,43,8257,TRUE,8062
1972,F,44,8296,TRUE,7958
1972,F,45,8514,TRUE,8236
1972,F,46,8542,TRUE,7977
1972,F,47,8310,TRUE,7902
1972,F,48,8605,TRUE,7961
1972,F,49,8657,TRUE,8116
1972,F,50,8845,TRUE,8294
1972,F,51,9052,TRUE,8464
1972,F,52,8975,TRUE,8420
1972,F,53,8195,TRUE,7631
1972,F,54,7461,TRUE,6815
1972,F,55,7468,TRUE,6881
1972,F,56,7770,TRUE,7057
1972,F,57,8289,TRUE,7286
1972,F,58,8110,TRUE,7271
1972,F,59,8151,TRUE,7203
1972,F,60,7992,TRUE,7573
1972,F,61,8184,TRUE,7512
1972,F,62,7826,TRUE,7295
1972,F,63,7647,TRUE,7062
1972,F,64,7400,TRUE,6730
1972,F,65,7288,TRUE,5916
1972,F,66,7104,TRUE,5507
1972,F,67,6875,TRUE,5216
1972,F,68,6479,TRUE,4940
1972,F,69,6221,TRUE,4654
1972,F,70,5974,TRUE,4251
1972,F,71,5852,TRUE,4189
1972,F,72,5694,TRUE,3977
1972,F,73,5174,TRUE,3637
1972,F,74,4808,TRUE,3377
1972,F,75,4704,TRUE,2947
1972,F,76,4476,TRUE,2824
1972,F,77,4039,TRUE,2534
1972,F,78,3691,TRUE,2132
1972,F,79,3294,TRUE,1941
1972,F,80,2887,TRUE,1676
1972,F,81,2499,TRUE,1561
1972,F,82,2276,TRUE,1363
1972,F,83,2362,TRUE,1282
1972,F,84,1763,TRUE,862
1972,F,85,1500,TRUE,709
1972,F,86,1113,TRUE,497
1972,F,87,974,TRUE,405
1972,F,88,683,TRUE,252
1972,F,89,534,TRUE,254
1972,F,90,1568,TRUE,656
1972,M,0,15862,TRUE,14646
1972,M,1,15621,TRUE,15144
1972,M,2,15742,TRUE,15134
1972,M,3,15824,TRUE,15253
1972,M,4,16057,TRUE,15282
1972,M,5,16072,TRUE,15297
1972,M,6,16655,TRUE,15593
1972,M,7,16937,TRUE,15993
1972,M,8,16509,TRUE,15774
1972,M,9,15959,TRUE,15138
1972,M,10,15226,TRUE,14919
1972,M,11,14725,TRUE,14417
1972,M,12,14207,TRUE,13933
1972,M,13,13678,TRUE,13458
1972,M,14,13728,TRUE,13513
1972,M,15,13314,TRUE,13075
1972,M,16,13227,TRUE,12131
1972,M,17,13266,TRUE,11618
1972,M,18,11652,TRUE,11629
1972,M,19,11885,TRUE,11851
1972,M,20,13315,TRUE,11465
1972,M,21,13012,TRUE,11328
1972,M,22,12611,TRUE,11300
1972,M,23,12061,TRUE,11122
1972,M,24,11427,TRUE,10802
1972,M,25,11398,TRUE,10870
1972,M,26,10612,TRUE,10235
1972,M,27,10282,TRUE,10157
1972,M,28,10405,TRUE,10195
1972,M,29,10368,TRUE,10026
1972,M,30,9179,TRUE,9071
1972,M,31,8988,TRUE,8633
1972,M,32,8977,TRUE,8688
1972,M,33,9013,TRUE,8700
1972,M,34,8836,TRUE,8328
1972,M,35,8813,TRUE,8461
1972,M,36,8476,FALSE,8476
1972,M,37,8134,FALSE,8134
1972,M,38,8044,FALSE,8044
1972,M,39,8009,FALSE,8009
1972,M,40,7886,FALSE,7886
1972,M,41,8168,FALSE,8168
1972,M,42,8084,FALSE,8084
1972,M,43,8062,FALSE,8062
1972,M,44,7958,FALSE,7958
1972,M,45,8236,FALSE,8236
1972,M,46,7977,FALSE,7977
1972,M,47,7902,FALSE,7902
1972,M,48,7961,FALSE,7961
1972,M,49,8116,FALSE,8116
1972,M,50,8294,FALSE,8294
1972,M,51,8464,FALSE,8464
1972,M,52,8420,FALSE,8420
1972,M,53,7631,FALSE,7631
1972,M,54,6815,FALSE,6815
1972,M,55,6881,FALSE,6881
1972,M,56,7057,FALSE,7057
1972,M,57,7286,FALSE,7286
1972,M,58,7271,FALSE,7271
1972,M,59,7203,FALSE,7203
1972,M,60,7573,FALSE,7573
1972,M,61,7512,FALSE,7512
1972,M,62,7295,FALSE,7295
1972,M,63,7062,FALSE,7062
1972,M,64,6730,FALSE,6730
1972,M,65,5916,FALSE,5916
1972,M,66,5507,FALSE,5507
1972,M,67,5216,FALSE,5216
1972,M,68,4940,FALSE,4940
1972,M,69,4654,FALSE,4654
1972,M,70,4251,FALSE,4251
1972,M,71,4189,FALSE,4189
1972,M,72,3977,FALSE,3977
1972,M,73,3637,FALSE,3637
1972,M,74,3377,FALSE,3377
1972,M,75,2947,FALSE,2947
1972,M,76,2824,FALSE,2824
1972,M,77,2534,FALSE,2534
1972,M,78,2132,FALSE,2132
1972,M,79,1941,FALSE,1941
1972,M,80,1676,FALSE,1676
1972,M,81,1561,FALSE,1561
1972,M,82,1363,FALSE,1363
1972,M,83,1282,FALSE,1282
1972,M,84,862,FALSE,862
1972,M,85,709,FALSE,709
1972,M,86,497,FALSE,497
1972,M,87,405,FALSE,405
1972,M,88,252,FALSE,252
1972,M,89,254,FALSE,254
1972,M,90,656,FALSE,656
1973,F,0,14041,FALSE,14041
1973,F,1,14251,FALSE,14251
1973,F,2,14786,FALSE,14786
1973,F,3,14786,FALSE,14786
1973,F,4,14909,FALSE,14909
1973,F,5,15105,FALSE,15105
1973,F,6,15122,FALSE,15122
1973,F,7,15417,FALSE,15417
1973,F,8,15819,FALSE,15819
1973,F,9,15598,FALSE,15598
1973,F,10,15041,FALSE,15041
1973,F,11,14827,FALSE,14827
1973,F,12,14328,FALSE,14328
1973,F,13,13842,FALSE,13842
1973,F,14,13366,FALSE,13366
1973,F,15,13116,FALSE,13116
1973,F,16,12684,FALSE,12684
1973,F,17,11749,FALSE,11749
1973,F,18,11213,FALSE,11213
1973,F,19,11236,FALSE,11236
1973,F,20,11079,FALSE,11079
1973,F,21,10685,FALSE,10685
1973,F,22,10543,FALSE,10543
1973,F,23,10520,FALSE,10520
1973,F,24,10345,FALSE,10345
1973,F,25,10446,FALSE,10446
1973,F,26,10529,FALSE,10529
1973,F,27,9894,FALSE,9894
1973,F,28,9814,FALSE,9814
1973,F,29,9852,FALSE,9852
1973,F,30,9839,FALSE,9839
1973,F,31,8885,FALSE,8885
1973,F,32,8451,FALSE,8451
1973,F,33,8501,FALSE,8501
1973,F,34,8520,FALSE,8520
1973,F,35,8227,FALSE,8227
1973,F,36,8359,FALSE,8359
1973,F,37,8390,FALSE,8390
1973,F,38,8091,FALSE,8091
1973,F,39,7955,FALSE,7955
1973,F,40,8188,TRUE,7816
1973,F,41,8076,TRUE,7856
1973,F,42,8298,TRUE,8126
1973,F,43,8335,TRUE,8047
1973,F,44,8192,TRUE,8020
1973,F,45,8169,TRUE,7809
1973,F,46,8379,TRUE,8158
1973,F,47,8418,TRUE,7899
1973,F,48,8186,TRUE,7809
1973,F,49,8475,TRUE,7878
1973,F,50,8470,TRUE,7940
1973,F,51,8663,TRUE,8142
1973,F,52,8858,TRUE,8302
1973,F,53,8788,TRUE,8242
1973,F,54,8016,TRUE,7468
1973,F,55,7302,TRUE,6626
1973,F,56,7310,TRUE,6725
1973,F,57,7602,TRUE,6882
1973,F,58,8095,TRUE,7107
1973,F,59,7925,TRUE,7063
1973,F,60,8078,TRUE,7507
1973,F,61,7900,TRUE,7387
1973,F,62,8082,TRUE,7295
1973,F,63,7717,TRUE,7055
1973,F,64,7521,TRUE,6839
1973,F,65,7230,TRUE,6010
1973,F,66,7106,TRUE,5693
1973,F,67,6928,TRUE,5317
1973,F,68,6664,TRUE,4987
1973,F,69,6298,TRUE,4701
1973,F,70,6044,TRUE,4417
1973,F,71,5742,TRUE,4009
1973,F,72,5628,TRUE,3945
1973,F,73,5428,TRUE,3716
1973,F,74,4951,TRUE,3405
1973,F,75,4497,TRUE,3113
1973,F,76,4378,TRUE,2681
1973,F,77,4178,TRUE,2560
1973,F,78,3738,TRUE,2288
1973,F,79,3402,TRUE,1888
1973,F,80,3059,TRUE,1727
1973,F,81,2635,TRUE,1493
1973,F,82,2268,TRUE,1379
1973,F,83,2009,TRUE,1165
1973,F,84,2121,TRUE,1096
1973,F,85,1545,TRUE,700
1973,F,86,1297,TRUE,571
1973,F,87,940,TRUE,369
1973,F,88,805,TRUE,308
1973,F,89,548,TRUE,180
1973,F,90,1605,TRUE,641
1973,M,0,15215,TRUE,14041
1973,M,1,15543,TRUE,14251
1973,M,2,15346,TRUE,14786
1973,M,3,15468,TRUE,14786
1973,M,4,15552,TRUE,14909
1973,M,5,15883,TRUE,15105
1973,M,6,15902,TRUE,15122
1973,M,7,16479,TRUE,15417
1973,M,8,16763,TRUE,15819
1973,M,9,16334,TRUE,15598
1973,M,10,15870,TRUE,15041
1973,M,11,15136,TRUE,14827
1973,M,12,14642,TRUE,14328
1973,M,13,14123,TRUE,13842
1973,M,14,13590,TRUE,13366
1973,M,15,13229,TRUE,13116
1973,M,16,12821,TRUE,12684
1973,M,17,13156,TRUE,11749
1973,M,18,11240,TRUE,11213
1973,M,19,11276,TRUE,11236
1973,M,20,13197,TRUE,11079
1973,M,21,12675,TRUE,10685
1973,M,22,12369,TRUE,10543
1973,M,23,11977,TRUE,10520
1973,M,24,11432,TRUE,10345
1973,M,25,11220,TRUE,10446
1973,M,26,11398,TRUE,10529
1973,M,27,10608,TRUE,9894
1973,M,28,10280,TRUE,9814
1973,M,29,10402,TRUE,9852
1973,M,30,9996,TRUE,9839
1973,M,31,9178,TRUE,8885
1973,M,32,8991,TRUE,8451
1973,M,33,8981,TRUE,8501
1973,M,34,9017,TRUE,8520
1973,M,35,8732,TRUE,8227
1973,M,36,8787,TRUE,8359
1973,M,37,8450,TRUE,8390
1973,M,38,8108,TRUE,8091
1973,M,39,8022,TRUE,7955
1973,M,40,7816,FALSE,7816
1973,M,41,7856,FALSE,7856
1973,M,42,8126,FALSE,8126
1973,M,43,8047,FALSE,8047
1973,M,44,8020,FALSE,8020
1973,M,45,7809,FALSE,7809
1973,M,46,8158,FALSE,8158
1973,M,47,7899,FALSE,7899
1973,M,48,7809,FALSE,7809
1973,M,49,7878,FALSE,7878
1973,M,50,7940,FALSE,7940
1973,M,51,8142,FALSE,8142
1973,M,52,8302,FALSE,8302
1973,M,53,8242,FALSE,8242
1973,M,54,7468,FALSE,7468
1973,M,55,6626,FALSE,6626
1973,M,56,6725,FALSE,6725
1973,M,57,6882,FALSE,6882
1973,M,58,7107,FALSE,7107
1973,M,59,7063,FALSE,7063
1973,M,60,7507,FALSE,7507
1973,M,61,7387,FALSE,7387
1973,M,62,7295,FALSE,7295
1973,M,63,7055,FALSE,7055
1973,M,64,6839,FALSE,6839
1973,M,65,6010,FALSE,6010
1973,M,66,5693,FALSE,5693
1973,M,67,5317,FALSE,5317
1973,M,68,4987,FALSE,4987
1973,M,69,4701,FALSE,4701
1973,M,70,4417,FALSE,4417
1973,M,71,4009,FALSE,4009
1973,M,72,3945,FALSE,3945
1973,M,73,3716,FALSE,3716
1973,M,74,3405,FALSE,3405
1973,M,75,3113,FALSE,3113
1973,M,76,2681,FALSE,2681
1973,M,77,2560,FALSE,2560
1973,M,78,2288,FALSE,2288
1973,M,79,1888,FALSE,1888
1973,M,80,1727,FALSE,1727
1973,M,81,1493,FALSE,1493
1973,M,82,1379,FALSE,1379
1973,M,83,1165,FALSE,1165
1973,M,84,1096,FALSE,1096
1973,M,85,700,FALSE,700
1973,M,86,571,FALSE,571
1973,M,87,369,FALSE,369
1973,M,88,308,FALSE,308
1973,M,89,180,FALSE,180
1973,M,90,641,FALSE,641
1974,F,0,13534,FALSE,13534
1974,F,1,13793,FALSE,13793
1974,F,2,14034,FALSE,14034
1974,F,3,14577,FALSE,14577
1974,F,4,14585,FALSE,14585
1974,F,5,14815,FALSE,14815
1974,F,6,15016,FALSE,15016
1974,F,7,15033,FALSE,15033
1974,F,8,15331,FALSE,15331
1974,F,9,15730,FALSE,15730
1974,F,10,15562,FALSE,15562
1974,F,11,15004,FALSE,15004
1974,F,12,14791,FALSE,14791
1974,F,13,14293,FALSE,14293
1974,F,14,13806,FALSE,13806
1974,F,15,13132,FALSE,13132
1974,F,16,12878,FALSE,12878
1974,F,17,12460,FALSE,12460
1974,F,18,11499,FALSE,11499
1974,F,19,10976,FALSE,10976
1974,F,20,10762,FALSE,10762
1974,F,21,10588,FALSE,10588
1974,F,22,10196,FALSE,10196
1974,F,23,10053,FALSE,10053
1974,F,24,10030,FALSE,10030
1974,F,25,10120,FALSE,10120
1974,F,26,10241,FALSE,10241
1974,F,27,10326,FALSE,10326
1974,F,28,9690,FALSE,9690
1974,F,29,9606,FALSE,9606
1974,F,30,9743,FALSE,9743
1974,F,31,9731,FALSE,9731
1974,F,32,8778,FALSE,8778
1974,F,33,8350,FALSE,8350
1974,F,34,8392,FALSE,8392
1974,F,35,8468,FALSE,8468
1974,F,36,8171,FALSE,8171
1974,F,37,8304,FALSE,8304
1974,F,38,8329,FALSE,8329
1974,F,39,8028,FALSE,8028
1974,F,40,7914,TRUE,7802
1974,F,41,8157,TRUE,7775
1974,F,42,8046,TRUE,7810
1974,F,43,8266,TRUE,8077
1974,F,44,8291,TRUE,7998
1974,F,45,8108,TRUE,7871
1974,F,46,8092,TRUE,7755
1974,F,47,8298,TRUE,8090
1974,F,48,8335,TRUE,7822
1974,F,49,8108,TRUE,7736
1974,F,50,8360,TRUE,7717
1974,F,51,8342,TRUE,7794
1974,F,52,8547,TRUE,8016
1974,F,53,8734,TRUE,8163
1974,F,54,8651,TRUE,8089
1974,F,55,7891,TRUE,7266
1974,F,56,7192,TRUE,6493
1974,F,57,7181,TRUE,6587
1974,F,58,7478,TRUE,6714
1974,F,59,7948,TRUE,6922
1974,F,60,7866,TRUE,7361
1974,F,61,7971,TRUE,7318
1974,F,62,7826,TRUE,7149
1974,F,63,7968,TRUE,7040
1974,F,64,7599,TRUE,6796
1974,F,65,7368,TRUE,6104
1974,F,66,7070,TRUE,5775
1974,F,67,6951,TRUE,5451
1974,F,68,6752,TRUE,5072
1974,F,69,6483,TRUE,4725
1974,F,70,6094,TRUE,4456
1974,F,71,5826,TRUE,4160
1974,F,72,5555,TRUE,3739
1974,F,73,5404,TRUE,3676
1974,F,74,5146,TRUE,3452
1974,F,75,4642,TRUE,3114
1974,F,76,4189,TRUE,2819
1974,F,77,4049,TRUE,2426
1974,F,78,3856,TRUE,2286
1974,F,79,3413,TRUE,2018
1974,F,80,3125,TRUE,1716
1974,F,81,2804,TRUE,1525
1974,F,82,2373,TRUE,1295
1974,F,83,2004,TRUE,1182
1974,F,84,1746,TRUE,982
1974,F,85,1871,TRUE,922
1974,F,86,1333,TRUE,540
1974,F,87,1077,TRUE,431
1974,F,88,749,TRUE,257
1974,F,89,615,TRUE,208
1974,F,90,1530,TRUE,528
1974,M,0,14569,TRUE,13534
1974,M,1,15023,TRUE,13793
1974,M,2,15376,TRUE,14034
1974,M,3,15186,TRUE,14577
1974,M,4,15316,TRUE,14585
1974,M,5,15461,TRUE,14815
1974,M,6,15796,TRUE,15016
1974,M,7,15808,TRUE,15033
1974,M,8,16391,TRUE,15331
1974,M,9,16678,TRUE,15730
1974,M,10,16303,TRUE,15562
1974,M,11,15837,TRUE,15004
1974,M,12,15105,TRUE,14791
1974,M,13,14612,TRUE,14293
1974,M,14,14087,TRUE,13806
1974,M,15,13286,TRUE,13132
1974,M,16,12924,TRUE,12878
1974,M,17,12932,TRUE,12460
1974,M,18,11525,TRUE,11499
1974,M,19,11016,TRUE,10976
1974,M,20,12968,TRUE,10762
1974,M,21,12651,TRUE,10588
1974,M,22,12132,TRUE,10196
1974,M,23,11835,TRUE,10053
1974,M,24,11436,TRUE,10030
1974,M,25,11081,TRUE,10120
1974,M,26,11109,TRUE,10241
1974,M,27,11294,TRUE,10326
1974,M,28,10498,TRUE,9690
1974,M,29,10173,TRUE,9606
1974,M,30,9920,TRUE,9743
1974,M,31,9938,TRUE,9731
1974,M,32,9131,TRUE,8778
1974,M,33,8941,TRUE,8350
1974,M,34,8931,TRUE,8392
1974,M,35,8864,TRUE,8468
1974,M,36,8671,TRUE,8171
1974,M,37,8727,TRUE,8304
1974,M,38,8390,TRUE,8329
1974,M,39,8052,TRUE,8028
1974,M,40,7802,FALSE,7802
1974,M,41,7775,FALSE,7775
1974,M,42,7810,FALSE,7810
1974,M,43,8077,FALSE,8077
1974,M,44,7998,FALSE,7998
1974,M,45,7871,FALSE,7871
1974,M,46,7755,FALSE,7755
1974,M,47,8090,FALSE,8090
1974,M,48,7822,FALSE,7822
1974,M,49,7736,FALSE,7736
1974,M,50,7717,FALSE,7717
1974,M,51,7794,FALSE,7794
1974,M,52,8016,FALSE,8016
1974,M,53,8163,FALSE,8163
1974,M,54,8089,FALSE,8089
1974,M,55,7266,FALSE,7266
1974,M,56,6493,FALSE,6493
1974,M,57,6587,FALSE,6587
1974,M,58,6714,FALSE,6714
1974,M,59,6922,FALSE,6922
1974,M,60,7361,FALSE,7361
1974,M,61,7318,FALSE,7318
1974,M,62,7149,FALSE,7149
1974,M,63,7040,FALSE,7040
1974,M,64,6796,FALSE,6796
1974,M,65,6104,FALSE,6104
1974,M,66,5775,FALSE,5775
1974,M,67,5451,FALSE,5451
1974,M,68,5072,FALSE,5072
1974,M,69,4725,FALSE,4725
1974,M,70,4456,FALSE,4456
1974,M,71,4160,FALSE,4160
1974,M,72,3739,FALSE,3739
1974,M,73,3676,FALSE,3676
1974,M,74,3452,FALSE,3452
1974,M,75,3114,FALSE,3114
1974,M,76,2819,FALSE,2819
1974,M,77,2426,FALSE,2426
1974,M,78,2286,FALSE,2286
1974,M,79,2018,FALSE,2018
1974,M,80,1716,FALSE,1716
1974,M,81,1525,FALSE,1525
1974,M,82,1295,FALSE,1295
1974,M,83,1182,FALSE,1182
1974,M,84,982,FALSE,982
1974,M,85,922,FALSE,922
1974,M,86,540,FALSE,540
1974,M,87,431,FALSE,431
1974,M,88,257,FALSE,257
1974,M,89,208,FALSE,208
1974,M,90,528,FALSE,528
1975,F,0,12854,FALSE,12854
1975,F,1,13318,FALSE,13318
1975,F,2,13614,FALSE,13614
1975,F,3,13855,FALSE,13855
1975,F,4,14404,FALSE,14404
1975,F,5,14495,FALSE,14495
1975,F,6,14728,FALSE,14728
1975,F,7,14928,FALSE,14928
1975,F,8,14945,FALSE,14945
1975,F,9,15243,FALSE,15243
1975,F,10,15680,FALSE,15680
1975,F,11,15515,FALSE,15515
1975,F,12,14957,FALSE,14957
1975,F,13,14740,FALSE,14740
1975,F,14,14248,FALSE,14248
1975,F,15,13610,FALSE,13610
1975,F,16,12940,FALSE,12940
1975,F,17,12698,FALSE,12698
1975,F,18,12252,FALSE,12252
1975,F,19,11301,FALSE,11301
1975,F,20,10620,FALSE,10620
1975,F,21,10381,FALSE,10381
1975,F,22,10206,FALSE,10206
1975,F,23,9822,FALSE,9822
1975,F,24,9672,FALSE,9672
1975,F,25,9848,FALSE,9848
1975,F,26,9955,FALSE,9955
1975,F,27,10075,FALSE,10075
1975,F,28,10156,FALSE,10156
1975,F,29,9525,FALSE,9525
1975,F,30,9507,FALSE,9507
1975,F,31,9650,FALSE,9650
1975,F,32,9631,FALSE,9631
1975,F,33,8680,FALSE,8680
1975,F,34,8257,FALSE,8257
1975,F,35,8334,FALSE,8334
1975,F,36,8412,FALSE,8412
1975,F,37,8120,FALSE,8120
1975,F,38,8251,FALSE,8251
1975,F,39,8269,FALSE,8269
1975,F,40,7990,TRUE,7805
1975,F,41,7870,TRUE,7738
1975,F,42,8111,TRUE,7707
1975,F,43,8001,TRUE,7733
1975,F,44,8225,TRUE,7996
1975,F,45,8222,TRUE,7838
1975,F,46,8031,TRUE,7803
1975,F,47,8020,TRUE,7676
1975,F,48,8219,TRUE,7995
1975,F,49,8251,TRUE,7739
1975,F,50,8007,TRUE,7562
1975,F,51,8254,TRUE,7605
1975,F,52,8236,TRUE,7661
1975,F,53,8421,TRUE,7861
